ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory
"Tul-C Tulsi Powder 250 mg Capsules - Cough & Cold, Antioxidant",Healthvit,200.0,140.0,https://www.bigbasket.com/media/uploads/p/l/40218986_1-healthvit-tul-c-tulsi-powder-250-mg-capsules-cough-cold-antioxidant.jpg,60,Beauty & Hygiene,Supplements & Proteins
"Corn Flakes - With Real Almonds & Honey, Fibre-rich Breakfast",Zerobeli,200.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40245061_3-zerobeli-corn-flakes-with-real-almonds-honey-fibre-rich-breakfast.jpg,300,Snacks & Branded Foods,Flakes
"Corn Flakes - With Real Mango Puree, Fibre-Rich Breakfast",Zerobeli,200.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40245062_1-zerobeli-corn-flakes-with-real-mango-puree-fibre-rich-breakfast.jpg,300,Snacks & Branded Foods,Flakes
"Oil Control Clay Mask - Lemon & Rosemary Oil, Detoxifies & Mattifies Skin, Prevents Blackheads, Breakouts",Spantra,499.0,249.5,https://www.bigbasket.com/media/uploads/p/l/40250465_1-spantra-oil-control-clay-mask-lemon-rosemary-oil-detoxifies-mattifies-skin-prevents-blackheads-breakouts.jpg,125,Beauty & Hygiene,Face Care
Extreme Wear Transferproof Liquid Lipstick - Retro Rouge No.434,CHAMBOR,845.0,591.5,https://www.bigbasket.com/media/uploads/p/l/40183022_4-chambor-extreme-wear-transferproof-liquid-lipstick-retro-rouge-no434.jpg,6,Beauty & Hygiene,Lips
Neem Tulsi Toner,Organic Harvest,445.0,311.5,https://www.bigbasket.com/media/uploads/p/l/40034200_5-organic-harvest-neem-tulsi-toner.jpg,125,Beauty & Hygiene,Face Care
Beard Wax For Beard Styling - Almond & Thyme,The Man Company,549.0,411.75,https://www.bigbasket.com/media/uploads/p/l/40170350_1-the-man-company-beard-wax-for-beard-styling-almond-thyme.jpg,50,Beauty & Hygiene,Moustache & Beard Care
"Nail Clipper With Filer - Chromium-Plated, Rustproof, Medium, DP100119",Titania,379.0,249.0,https://www.bigbasket.com/media/uploads/p/l/40247362_1-titania-toe-nail-clipper-with-filer-chromium-plated-8-cm-set-of-1-pc.jpg,1,Beauty & Hygiene,Nails
"Stevia Natural Sweetener - Sugar Free, Diabetic Friendly",Equal,250.0,250.0,https://www.bigbasket.com/media/uploads/p/l/40248723_1-equal-stevia-natural-sweetener-low-calorie-sugar-free-healthy.jpg,75,"Foodgrains, Oil & Masala",Sugarfree Sweeteners
"Foody Stainless Steel Lunch/ Tiffin Box With Plastic Containers -  Insulated,Durable, Leak Proof",Trueware,380.0,275.0,https://www.bigbasket.com/media/uploads/p/l/40247708_1-trueware-foody-stainless-steel-lunch-tiffin-box-with-plastic-containers-insulateddurable-leak-proof.jpg,1,"Kitchen, Garden & Pets",Lunch Boxes
"Relove Dip Eyeliner - Long Lasting, Lightweight, Intense Pigmentation",Makeup Revolution,299.0,209.3,https://www.bigbasket.com/media/uploads/p/l/40246915_1-makeup-revolution-relove-dip-eyeliner-long-lasting-lightweight-intense-pigmentation.jpg,5,Beauty & Hygiene,Eyes
"Relove Super Highlighter - Long Lasting, Lightweight, Glow Finish",Makeup Revolution,499.0,349.3,https://www.bigbasket.com/media/uploads/p/l/40246937_1-makeup-revolution-relove-super-highlighter-long-lasting-lightweight-glow-finish.jpg,6,Beauty & Hygiene,Face
"Gel Lacquer - Matte, Zero-chip, Heavily Pigmented",Nugel,99.0,74.25,https://www.bigbasket.com/media/uploads/p/l/40258638_2-nugel-gel-lacquer-matte-zero-chip-heavily-pigmented.jpg,13,Beauty & Hygiene,Nails
Aluminium Container - Regular,Freshee,225.0,225.0,https://www.bigbasket.com/media/uploads/p/l/40091169_1-freshee-aluminium-container-regular.jpg,600,Cleaning & Household,"Aluminium Foil, Clingwrap"
Aluminium Container - Extra Strong,Freshee,275.0,178.75,https://www.bigbasket.com/media/uploads/p/l/40091172_1-freshee-aluminium-container-extra-strong.jpg,450,Cleaning & Household,"Aluminium Foil, Clingwrap"
"Aluminium Container - Oval, Gold, Extra Strong",Freshee,515.0,515.0,https://www.bigbasket.com/media/uploads/p/l/40091175_1-freshee-aluminium-container-oval-gold-extra-strong.jpg,750,Cleaning & Household,"Aluminium Foil, Clingwrap"
All Natural Probiotics Shampoo Bar - For Dry Hair,Goli Soda,500.0,350.0,https://www.bigbasket.com/media/uploads/p/l/40193361_1-goli-soda-all-natural-probiotics-shampoo-bar-for-dry-hair.jpg,90,Beauty & Hygiene,Shampoo & Conditioner
100% Melamine Soup Spoon Texture - Multi Colour,Iveo ,324.0,324.0,https://www.bigbasket.com/media/uploads/p/l/40213516_2-iveo-100-melamine-soup-spoon-texture-multi-colour.jpg,4,"Kitchen, Garden & Pets","Cutlery, Spoon & Fork"
"Daily Glow Vitamin C Radiance Face Mask pH 6.0 - Hydrates, Nourishes & Tones Skin",Koric,545.0,381.5,https://www.bigbasket.com/media/uploads/p/l/40256066_1-koric-daily-glow-vitamin-c-radiance-face-mask-ph-60-hydrates-nourishes-tones-skin.jpg,100,Beauty & Hygiene,Face Care
"Darjeeling Oolong Tea - Tapas, May Help In Managing Weight",Teamonk,750.0,450.0,https://www.bigbasket.com/media/uploads/p/l/40208578_1-teamonk-darjeeling-oolong-tea-tapas.jpg,2,Gourmet & World Food,Gourmet Tea & Tea Bags
Turmeric Green Tea - Provides Glowing Skin & Boosts Immunity,Teamonk,425.0,255.0,https://www.bigbasket.com/media/uploads/p/l/40208580_1-teamonk-turmeric-green-tea.jpg,2,Gourmet & World Food,Gourmet Tea & Tea Bags
Amla - Mint Herbal Infusion,Teamonk,400.0,240.0,https://www.bigbasket.com/media/uploads/p/l/40208583_3-teamonk-amla-mint-herbal-infusion.jpg,38,Gourmet & World Food,Gourmet Tea & Tea Bags
TRENDY Green. Stainless steel . Fridge Bottles,Basik,330.0,179.0,https://www.bigbasket.com/media/uploads/p/l/40250392_2-basik-trendy-800-single-wall-stainless-steel-bottles.jpg,800,"Kitchen, Garden & Pets",Water & Fridge Bottles
EUREKA Black/Slliver Stainless steel Fridge Bottles,Basik,365.0,179.0,https://www.bigbasket.com/media/uploads/p/l/40250374_1-basik-eureka-1000-stainless-steel-bottle.jpg,1000,"Kitchen, Garden & Pets",Water & Fridge Bottles
Assorted Prebiotic Chocolates,LiL'Goodness,399.0,265.0,https://www.bigbasket.com/media/uploads/p/l/40214233_1-lilgoodness-assorted-prebiotic-chocolates.jpg,168,Gourmet & World Food,International Chocolates
Whey Protein Concentrate Powdered Drink Mix - Added Vanilla Flavour,ESSEN ,3200.0,3200.0,https://www.bigbasket.com/media/uploads/p/l/40224931_1-essen-whey-protein-concentrate-powdered-drink-mix-added-vanilla-flavour.jpg,1,Beauty & Hygiene,Supplements & Proteins
Pasta - Penne,Blue Bird,135.0,94.5,https://www.bigbasket.com/media/uploads/p/l/30006854_6-blue-bird-pasta-penne.jpg,500,Snacks & Branded Foods,Pasta & Macaroni
"Durum Wheat Penne Rigate, N.69",San Vito,180.0,108.0,https://www.bigbasket.com/media/uploads/p/l/40154356_3-san-vito-durum-wheat-penne-rigate-n69.jpg,500,Snacks & Branded Foods,Pasta & Macaroni
Spaghetti Pasta - Durum Wheat,San Vito,190.0,114.0,https://www.bigbasket.com/media/uploads/p/l/40139618_1-san-vito-spaghetti-pasta-durum-wheat.jpg,500,Snacks & Branded Foods,Pasta & Macaroni
Taco Seasoning Chicken,Old El Paso,295.0,295.0,https://www.bigbasket.com/media/uploads/p/l/40248022_1-old-el-paso-taco-seasoning-chicken.jpg,24,Gourmet & World Food,"Herbs, Seasonings & Rubs"
Belkut Tablets - Effective In Diarrhoea & Dysentery,Basic Ayurveda,120.0,120.0,https://www.bigbasket.com/media/uploads/p/l/40215754_1-basic-ayurveda-belkut-tablets-effective-in-diarrhoea-dysentery.jpg,40,Beauty & Hygiene,Ayurveda
"Dual Sided Foot Filer - Durable, Rustproof, Assorted Colour, DP100188",Titania,279.0,199.0,https://www.bigbasket.com/media/uploads/p/l/40247341_1-titania-dual-sided-foot-filer-23-cm-assorted-colours.jpg,1,Beauty & Hygiene,Tools & Accessories
"Burger Mayo - Light & Creamy, Made With Fresh Ingredients",Wingreens Farms,119.0,75.0,https://www.bigbasket.com/media/uploads/p/l/40262330_1-wingreens-farms-burger-mayo-light-creamy-made-with-fresh-ingredients.jpg,180,Gourmet & World Food,Thai & Asian Sauces
Naan Chips - Tez Tandoori,Wingreens Farms,95.0,66.5,https://www.bigbasket.com/media/uploads/p/l/40191270_1-wingreens-farms-naan-chips-tez-tandoori.jpg,150,Gourmet & World Food,Nachos & Chips
"Aloe Vera Body Lotion - Natural, Prevents Dryness, 24 Hours Hydration, Enriched With Natural Oils",Spantra,399.0,199.5,https://www.bigbasket.com/media/uploads/p/l/40250459_1-spantra-aloe-vera-body-lotion-natural-prevents-dryness-24-hours-hydration-enriched-with-natural-oils.jpg,300,Beauty & Hygiene,Body Care
"Bio Mulberry Face Cream - For Pigmentation, Dark Spots, Uneven Skin Tone",Himalayan Organics,1295.0,595.7,https://www.bigbasket.com/media/uploads/p/l/40227320_2-himalayan-organics-bio-mulberry-face-cream-for-pigmentation-dark-spots-uneven-skin-tone.jpg,50,Beauty & Hygiene,Ayurveda
"Classic Borosilicate Glass Container - Square, High Quality, Durable",Sanjeev Kapoor,645.0,379.0,https://www.bigbasket.com/media/uploads/p/l/40232358_1-sanjeev-kapoor-classic-borosilicate-glass-container-square-high-quality-durable.jpg,700,"Kitchen, Garden & Pets",Glassware
"Classic Borosilicate Glass Container - Round, High Quality, Durable, Dishwasher Safe",Sanjeev Kapoor,725.0,449.0,https://www.bigbasket.com/media/uploads/p/l/40232362_1-sanjeev-kapoor-classic-borosilicate-glass-container-round-high-quality-durable-dishwasher-safe.jpg,2,"Kitchen, Garden & Pets",Glassware
"PVC Door Mat - DOORMATAVS018, 39x20x1 Cm, Anti-Slip, For Entrance, Black, Extra Large",Kuber Industries,1399.0,649.0,https://www.bigbasket.com/media/uploads/p/l/40242884_1-kuber-industries-pvc-door-mat-doormatavs018-39x20x1-cm-anti-slip-for-entrance-black-extra-large.jpg,1,Cleaning & Household,Dust Cloth & Wipes
"Crispy Fish Finger - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives",Fresho,674.0,409.0,https://www.bigbasket.com/media/uploads/p/l/40250797_1-fresho-crispy-fish-finger-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,500,"Eggs, Meat & Fish",Marinated Meat
Daily Glow Vitamin C Radiance Day Cream Sun Protection SPF 35 pH5.0 - Revitalises Stressed Skin,Koric,645.0,451.5,https://www.bigbasket.com/media/uploads/p/l/40256064_1-koric-daily-glow-vitamin-c-radiance-day-cream-sun-protection-spf-35-ph50-revitalises-stressed-skin.jpg,50,Beauty & Hygiene,Face Care
Oil Control Fixing Spray,Makeup Revolution,1100.0,770.0,https://www.bigbasket.com/media/uploads/p/l/40143770_2-makeup-revolution-oil-control-fixing-spray.jpg,100,Beauty & Hygiene,Face
"Tinted Perfection Face Primer - Covers Visible Pores, Uneven Skin Tone",MyGlamm,1095.0,766.5,https://www.bigbasket.com/media/uploads/p/l/40140962_2-myglal-tinted.jpg,30,Beauty & Hygiene,Face
"Nilgiris Green Tea - Anicca Chamomile, Helps To Relax & Calm",Teamonk,425.0,255.0,https://www.bigbasket.com/media/uploads/p/l/40136526_3-teamonk-nilgiris-green-tea-anicca-chamomile.jpg,2,Beverages,Green Tea
Carpet & Area Rug Pet Stain & Odour Remover - Helps To Get Rid Of Tough Marks,Oxiclean,700.0,525.0,https://www.bigbasket.com/media/uploads/p/l/40242252_1-oxiclean-carpet-area-rug-pet-stain-odour-remover-helps-to-get-rid-of-tough-marks.jpg,709,Cleaning & Household,"Fabric Pre, Post Wash"
"Clothes Storage Laundry Bag - Fabric, Grey, Gry BB 553",DP,1299.0,799.0,https://www.bigbasket.com/media/uploads/p/l/40135994_2-dp-clothes-storage-laundry-bag-fabric-grey-gry-bb-553.jpg,1,Cleaning & Household,"Laundry, Storage Baskets"
"Clothes-Storage-Laundry Bag, Fabric - Blue, CubicalBlueÂ  BB 548 1",DP,1189.0,451.82,https://www.bigbasket.com/media/uploads/p/l/40135997_2-dp-clothes-storage-laundry-bag-fabric-blue-cubicalbluea-bb-548-1.jpg,1,Cleaning & Household,"Laundry, Storage Baskets"
"Clothes Storage Laundry Bag - Fabric, Beige, Cubical, Bge BB 548 2",DP,1189.0,499.38,https://www.bigbasket.com/media/uploads/p/l/40135998_2-dp-clothes-storage-laundry-bag-fabric-beige-cubical-bge-bb-548-2.jpg,1,Cleaning & Household,"Laundry, Storage Baskets"
"Stainless Steel Food Container/ Tiffin Box - Assorted color, Circular, BB 572 2",Homio,969.0,699.0,https://www.bigbasket.com/media/uploads/p/l/40136010_2-homio-stainless-steel-food-container-tiffin-box-assorted-color-circular-bb-572-2.jpg,3,"Kitchen, Garden & Pets",Steel Lunch Boxes
"Lunch Box - Plastic, Olive Green - Gr BB 579 2",Homio,679.0,499.0,https://www.bigbasket.com/media/uploads/p/l/40136013_1-homio-lunch-box-plastic-olive-green-gr-bb-579-2.jpg,1,"Kitchen, Garden & Pets",Lunch Boxes
"Lunch Box - Plastic, Red - Red, BB BB 579 3",Homio,679.0,499.0,https://www.bigbasket.com/media/uploads/p/l/40136014_3-homio-lunch-box-plastic-red-reda-bb-bb-579-3.jpg,1,"Kitchen, Garden & Pets",Lunch Boxes
"Dustbin/Basket - Plastic, Green, Gr BB 617 1",Sunty,425.0,144.5,https://www.bigbasket.com/media/uploads/p/l/40136032_2-sunty-dustbinbasket-plastic-green-gr-bb-617-1.jpg,11,Cleaning & Household,Dustbins
"Plastic Dustbin/Basket - Purple, PL BB 618 1",Sunty,729.0,225.99,https://www.bigbasket.com/media/uploads/p/l/40136034_2-sunty-plastic-dustbinbasket-purple-pl-bb-618-1.jpg,10,Cleaning & Household,Dustbins
"Plastic Dustbin/Basket - Purple, PL BB 619 1",Sunty,559.0,229.19,https://www.bigbasket.com/media/uploads/p/l/40136036_2-sunty-plastic-dustbinbasket-purple-pl-bb-619-1.jpg,7,Cleaning & Household,Dustbins
Stainless Steel Lunch Box/Tiffin Set - Green BB573GRN,Tedemei,849.0,599.0,https://www.bigbasket.com/media/uploads/p/l/40136039_1-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb573grn.jpg,830,"Kitchen, Garden & Pets",Lunch Boxes
"Stainless Steel Lunch Box/Tiffin Set - BB 573 3, Assorted colors",Tedemei,849.0,599.0,https://www.bigbasket.com/media/uploads/p/l/40136041_2-tedemei-stainless-steel-lunch-boxtiffin-set-bb-573-3-assorted-colors.jpg,830,"Kitchen, Garden & Pets",Lunch Boxes
Stainless Steel Lunch Box/Tiffin Set - Green BB 574 1,Tedemei,1019.0,649.0,https://www.bigbasket.com/media/uploads/p/l/40136042_2-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb-574-1.jpg,1,"Kitchen, Garden & Pets",Lunch Boxes
"Chyawanprash - ImmuniVeda, Enhances Body Immunity & Strength",Saffola,199.0,149.25,https://www.bigbasket.com/media/uploads/p/l/40229800_1-saffola-chyawanprash-iluniveda-enhances-body-ilunity-strength.jpg,500,Beauty & Hygiene,Ayurveda
"Spin Mop Bucket - Durable, Comfortable Grip, Aqua Green",Milton - Spotzero,1199.0,849.0,https://www.bigbasket.com/media/uploads/p/l/40230574_1-milton-spotzero-spin-mop-bucket-durable-comfortable-grip-aqua-green.jpg,1,Cleaning & Household,"Mops, Wipers"
"Flat Mop - Comfortable Grip, Flexible Bristles, Aqua Green",Milton - Spotzero,2499.0,1599.0,https://www.bigbasket.com/media/uploads/p/l/40230629_2-milton-spotzero-flat-mop-comfortable-grip-flexible-bristles-aqua-green.jpg,1,Cleaning & Household,"Mops, Wipers"
"Magnum M 5 Shaving Razor - Advanced Lubricated Strip, Pivoting Head",Hajamat,749.0,561.53,https://www.bigbasket.com/media/uploads/p/l/40230192_2-hajamat-magnum-m-5-shaving-razor-advanced-lubricated-strip-pivoting-head.jpg,130,Beauty & Hygiene,Shaving Care
"Ultra Slick Shaving Mousse - With Kaolin Clay, Moisturises Skin",Hajamat,449.0,298.99,https://www.bigbasket.com/media/uploads/p/l/40230202_2-hajamat-ultra-slick-shaving-mousse-with-kaolin-clay-moisturises-skin.jpg,100,Beauty & Hygiene,Shaving Care
"Beard & Face Wash Intense Oud - With Argan & Tea Tree Oil, Promotes Growth",Hajamat,399.0,299.01,https://www.bigbasket.com/media/uploads/p/l/40230206_2-hajamat-beard-face-wash-intense-oud-with-argan-tea-tree-oil-promotes-growth.jpg,100,Beauty & Hygiene,Moustache & Beard Care
"Shaving Razor - With Magnum M 5, Built In Rubber Fin, Lubricating Strip",Hajamat,399.0,289.0,https://www.bigbasket.com/media/uploads/p/l/40230207_2-hajamat-shaving-razor-with-magnum-m-5-built-in-rubber-fin-lubricating-strip.jpg,65,Beauty & Hygiene,Shaving Care
Red Chilli Sauce - Enhances Flavour,Mother's Recipe ,55.0,50.05,https://www.bigbasket.com/media/uploads/p/l/40254808_2-mothers-recipe-red-chilli-sauce-enhances-flavour.jpg,215,Snacks & Branded Foods,Chilli & Soya Sauce
Sriracha Chilli Sauce - Enhances Flavour,Mother's Recipe ,95.0,90.25,https://www.bigbasket.com/media/uploads/p/l/40254811_2-mothers-recipe-sriracha-chilli-sauce-enhances-flavour.jpg,210,Snacks & Branded Foods,Chilli & Soya Sauce
"Apple Cider Vinegar Gummies, ACV With Mother & Vitamins, Supports Immunity, Detox & Digestion",Carbamide Forte,900.0,599.0,https://www.bigbasket.com/media/uploads/p/l/40255419_1-carbamide-forte-apple-cider-vinegar-gulies-acv-with-mother-vitamins-supports-ilunity-detox-digestion.jpg,60,Beauty & Hygiene,Supplements & Proteins
Ashwagandha Extract With Vitamin D Gummies - Mixed Fruit Flavour,Carbamide Forte,900.0,499.0,https://www.bigbasket.com/media/uploads/p/l/40255421_1-carbamide-forte-ashwagandha-extract-with-vitamin-d-gulies-mixed-fruit-flavour.jpg,60,Beauty & Hygiene,Supplements & Proteins
"Certified Organic Spirulina Powder - Plant Based Protein Superfood, Immunity Builder, Rich Source Of Antioxidants",Carbamide Forte,395.0,295.0,https://www.bigbasket.com/media/uploads/p/l/40255426_1-carbamide-forte-certified-organic-spirulina-powder-plant-based-protein-superfood-ilunity-builder-rich-source-of-antioxidants.jpg,100,Beauty & Hygiene,Supplements & Proteins
L Glutathione Reduced & Vitamin C From 1000 mg Amla Extract & Zinc,Carbamide Forte,1750.0,799.0,https://www.bigbasket.com/media/uploads/p/l/40255428_1-carbamide-forte-l-glutathione-reduced-vitamin-c-from-1000-mg-amla-extract-zinc.jpg,30,Beauty & Hygiene,Supplements & Proteins
"Vitamin D3 K2 - MK7, Lichen Source with Vitamin K2 MK7, 2-In-1 Support",Carbamide Forte,650.0,399.0,https://www.bigbasket.com/media/uploads/p/l/40255429_1-carbamide-forte-vitamin-d3-k2-mk7-lichen-source-with-vitamin-k2-mk7-2-in-1-support.jpg,120,Beauty & Hygiene,Supplements & Proteins
"Make Your Own Alkaline Water Drops - pH Booster Drops, 20 Litres Of Alkaline Water Per Bottle",Carbamide Forte,625.0,399.0,https://www.bigbasket.com/media/uploads/p/l/40255436_1-carbamide-forte-make-your-own-alkaline-water-drops-ph-booster-drops-20-litres-of-alkaline-water-per-bottle.jpg,200,Beauty & Hygiene,Supplements & Proteins
"Melatonin 10 mg Gummies With Tagara, L Tryptophan & Vitamin B6, Sleep Aid Supplement",Carbamide Forte,795.0,499.0,https://www.bigbasket.com/media/uploads/p/l/40255437_1-carbamide-forte-melatonin-10-mg-gulies-with-tagara-l-tryptophan-vitamin-b6-sleep-aid-supplement.jpg,60,Beauty & Hygiene,Supplements & Proteins
Marine Collagen Powder Supplement - For Skin Fish Collagen Powder For Women & Men Powder,Carbamide Forte,2000.0,949.0,https://www.bigbasket.com/media/uploads/p/l/40255441_1-carbamide-forte-marine-collagen-powder-supplement-for-skin-fish-collagen-powder-for-women-men-powder.jpg,200,Beauty & Hygiene,Supplements & Proteins
"Tall Xpress Vegetable & Fruit Chopper - With 5 Stainless Steel Blades, Durable, Rust Proof",Crystal,745.0,449.0,https://www.bigbasket.com/media/uploads/p/l/40244605_1-crystal-tall-xpress-vegetable-fruit-chopper-with-5-stainless-steel-blades-durable-rust-proof.jpg,900,"Kitchen, Garden & Pets",Choppers & Graters
Chubby Lip Crayon Lipstick,Miss Rose,299.0,104.65,https://www.bigbasket.com/media/uploads/p/l/40213913_1-miss-rose-chubby-lip-crayon-lipstick.jpg,30,Beauty & Hygiene,Lips
"Instant Glow Shimmer Brick - Lasting Makeup, Bright Outlines",Pink Line,299.0,209.3,https://www.bigbasket.com/media/uploads/p/l/40241074_1-pink-line-instant-glow-shiler-brick-lasting-makeup-bright-outlines.jpg,10,Beauty & Hygiene,Face
"Amritsari Achari Seer Fish Steak - Fresh & Juicy, Marinated, Ready To Cook",Fresho,642.0,389.0,https://www.bigbasket.com/media/uploads/p/l/40240455_4-fresho-amritsari-achari-seer-fish-steak-fresh-juicy-marinated-ready-to-cook.jpg,250,"Eggs, Meat & Fish",Marinated Meat
Stainless Steel Butcher Knife With Steel Handle,Xishifeng,449.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40118241_6-xishifeng-stainless-steel-butcher-knife-with-steel-handle.jpg,1,"Kitchen, Garden & Pets",Knives & Peelers
Bread Knife with Steel Handle - Stainless Steel,DP,449.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40119097_2-dp-bread-knife-with-steel-handle-stainless-steel.jpg,1,"Kitchen, Garden & Pets",Knives & Peelers
Luminous Blush,CHAMBOR,775.0,465.0,https://www.bigbasket.com/media/uploads/p/l/40167302_1-chambor-luminous-blush.jpg,6,Beauty & Hygiene,Face
Luminous Compact Powder,CHAMBOR,1495.0,897.0,https://www.bigbasket.com/media/uploads/p/l/40167311_2-chambor-luminous-compact-powder.jpg,16,Beauty & Hygiene,Face
Organic Cold Pressed Coconut Oil,GoodDiet,485.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40179106_13-gooddiet-organic-cold-pressed-coconut-oil.jpg,500,Gourmet & World Food,Organic & Cold Press Oil
"Face Shield - Flip up 250 Microns, Assorted",Abilities,150.0,79.0,https://www.bigbasket.com/media/uploads/p/l/40196681_4-abilities-face-shield-flip-up-250-microns-assorted.jpg,1,Beauty & Hygiene,Face Masks & Safety Gears
"Face Shield - 250 Microns, Assorted",Abilities,90.0,49.0,https://www.bigbasket.com/media/uploads/p/l/40196682_4-abilities-face-shield-250-microns-assorted.jpg,1,Beauty & Hygiene,Face Masks & Safety Gears
"Embassy Dustbin, - Durable & Elegant, Blue",Polyset,235.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40228397_1-polyset-embassy-dustbin-durable-elegant-blue.jpg,11,Cleaning & Household,Dustbins
"Assam Black Tea - Dravak Second Flush, Provides Energy",Teamonk,425.0,255.0,https://www.bigbasket.com/media/uploads/p/l/40136524_2-teamonk-assam-black-tea-dravak-second-flush.jpg,2,Beverages,Tea Bags
"Nutty Cookies - Chewy, Crispy & Crunchy",CookieMan,390.0,273.0,https://www.bigbasket.com/media/uploads/p/l/40220320_1-cookieman-nutty-cookies-chewy-crispy-crunchy.jpg,200,"Bakery, Cakes & Dairy","Bakery Biscuits, Cookies"
"Skin Polishing Cellulose & Apricot Face Scrub - Reduces Blemishes, Dark Spots",Swiss Beauty,329.0,246.75,https://www.bigbasket.com/media/uploads/p/l/40259563_1-swiss-beauty-swiss-beauty-skin-polishing-face-scrub-cellulose-apricot-100g.jpg,100,Beauty & Hygiene,Face Care
10 Days Long Ne,Deborah,395.0,296.25,https://www.bigbasket.com/media/uploads/p/l/40156689_1-deborah-10-days-long-ne.jpg,11,Beauty & Hygiene,Nails
Seicho Cinnamon Oolong Tea - Helps In Weight Management,Teamonk,750.0,375.0,https://www.bigbasket.com/media/uploads/p/l/40228301_1-teamonk-seicho-cinnamon-oolong-tea-loose-leaf-weight-care.jpg,150,Gourmet & World Food,Gourmet Tea & Tea Bags
"Energy Immunity Supplement - Caffeine, L-Theanine & Zinc Gluconate, Nutraceutical, Blueberry Acai Flavoured",AMPLIFYU,350.0,227.5,https://www.bigbasket.com/media/uploads/p/l/40238645_1-amplifyu-energy-ilunity-supplement-caffeine-l-theanine-zinc-gluconate-nutraceutical-blueberry-acai-flavoured.jpg,8,Beauty & Hygiene,Supplements & Proteins
"Energy Immunity Supplement - Caffeine, L-Theanine & Zinc Gluconate, Nutraceutical, Citrus Flavoured",AMPLIFYU,40.0,24.0,https://www.bigbasket.com/media/uploads/p/l/40238648_1-amplifyu-energy-ilunity-supplement-caffeine-l-theanine-zinc-gluconate-nutraceutical-citrus-flavoured.jpg,8,Beauty & Hygiene,Supplements & Proteins
"Energy Immunity Tablet - Caffeine, L-Theanine & Zinc Gluconate, Nutraceutical, Citrus, Flavoured",AMPLIFYU,165.0,107.25,https://www.bigbasket.com/media/uploads/p/l/40238649_1-amplifyu-energy-ilunity-tablet-caffeine-l-theanine-zinc-gluconate-nutraceutical-citrus-flavoured.jpg,10,Beauty & Hygiene,Supplements & Proteins
"Wooden Design PVC Place Mat Set - With Tea Coasters, For Dining Table, Multicolour",Kuber Industries,799.0,329.0,https://www.bigbasket.com/media/uploads/p/l/40242845_1-kuber-industries-wooden-design-pvc-place-mat-set-with-tea-coasters-for-dining-table-multicolour.jpg,12,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
"Tablets - Calvitan-CDM, Calcium + Vitamin D3 + Magnesium",Healthvit,700.0,490.0,https://www.bigbasket.com/media/uploads/p/l/40131847_3-healthvit-tablets-calvitan-cdm-calcium-vitamin-d3-magnesium.jpg,60,Beauty & Hygiene,Supplements & Proteins
Kitchen King Masala,BB Royal,35.0,25.0,https://www.bigbasket.com/media/uploads/p/l/40183512_1-bb-royal-kitchen-king-masala.jpg,50,"Foodgrains, Oil & Masala",Powdered Spices
Pav Bhaji Masala,BB Royal,36.0,25.0,https://www.bigbasket.com/media/uploads/p/l/40183514_1-bb-royal-pav-bhaji-masala.jpg,50,"Foodgrains, Oil & Masala",Powdered Spices
Potato Finger Salt,A-1 Chips,70.0,70.0,https://www.bigbasket.com/media/uploads/p/l/40113519_3-a-1-chips-potato-finger-salt.jpg,100,Snacks & Branded Foods,Namkeen & Savoury Snacks
Green Tea Mugs With Message,Hot Muggs,1595.0,1149.0,https://www.bigbasket.com/media/uploads/p/l/40156504_2-hot-muggs-green-tea-mugs-with-message.jpg,350,"Kitchen, Garden & Pets",Glassware
Green Tea Mugs - Multicolour,Hot Muggs,1595.0,1149.0,https://www.bigbasket.com/media/uploads/p/l/40156505_1-hot-muggs-green-tea-mugs-multicolour.jpg,350,"Kitchen, Garden & Pets",Glassware
Instafilter Pore Eraser Stick,Lottie London,799.0,559.3,https://www.bigbasket.com/media/uploads/p/l/40170715_1-lottie-london-instafilter-pore-eraser-stick.jpg,9,Beauty & Hygiene,Face
Beta Glucan 250mg Capsules - Supports Immune System,Healthvit,600.0,420.0,https://www.bigbasket.com/media/uploads/p/l/40218854_1-healthvit-beta-glucan-250mg-capsules-supports-ilune-system.jpg,60,Beauty & Hygiene,Supplements & Proteins
Travel Collection Eau De Toilette - For Men,Mercedes-Benz,2150.0,2128.5,https://www.bigbasket.com/media/uploads/p/l/40260860_1-mercedes-benz-mercedes-benz-travel-collection-for-man-eau-de-toilette-20ml.jpg,20,Beauty & Hygiene,Eau De Toilette
