ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url
"Crisper Storage Container With Green Lid - Multipurpose, Air Tight",Jaypee Plus,475.00,299.00,https://www.bigbasket.com/media/uploads/p/l/40249337_2-jaypee-plus-crisper-storage-container-with-lid-green-for-multipurpose-usage-air-tight.jpg,500 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40249337/jaypee-plus-crisper-storage-container-with-lid-green-for-multipurpose-usage-air-tight-500-ml/
"Silicone Chocolate Tea Time Set Mould Design - High-Quality Material, Durable",Fackelmann,599.00,429.00,https://www.bigbasket.com/media/uploads/p/l/40234456_1-fackelmann-silicone-chocolate-tea-time-set-mould-design-high-quality-material-durable.jpg,4 pcs,"Kitchen, Garden & Pets","Bakeware Moulds, Cutters",https://www.bigbasket.com/pd/40234456/fackelmann-silicone-chocolate-tea-time-set-mould-design-high-quality-material-durable-4-pcs/
Nirosta  Nirosta 18 P2  Large Kitchen Knife - Large Serration,Fackelmann,199.00,129.00,https://www.bigbasket.com/media/uploads/p/l/40234468_1-fackelmann-nirosta-18-p2-kitchen-knife-high-quality-durable-large.jpg,1 pc,"Kitchen, Garden & Pets",Knives & Peelers,https://www.bigbasket.com/pd/40234468/fackelmann-nirosta-18-p2-kitchen-knife-high-quality-durable-large-1-pc/
Flaxseed Oil Softgel Capsule - 1000 Mg,Alvizia,800.00,800.00,https://www.bigbasket.com/media/uploads/p/l/40203446_1-alvizia-flaxseed-oil-softgel-capsule-1000-mg.jpg,60 pcs,Beauty & Hygiene,Supplements & Proteins,https://www.bigbasket.com/pd/40203446/alvizia-flaxseed-oil-softgel-capsule-1000-mg-60-pcs-60-capsules/
Extra Virgin Olive Oil,Sol,5995.00,4196.50,https://www.bigbasket.com/media/uploads/p/l/40188327_2-sol-100-spanish-extra-virgin-olive-oil.jpg,5 L,Gourmet & World Food,Extra Virgin Olive Oil,https://www.bigbasket.com/pd/40188327/sol-100-spanish-extra-virgin-olive-oil-5-l-bottle/
Extra Virgin Olive Oil,Sol,745.00,521.50,https://www.bigbasket.com/media/uploads/p/l/40188328_2-sol-100-spanish-extra-virgin-olive-oil.jpg,500 ml,Gourmet & World Food,Extra Virgin Olive Oil,https://www.bigbasket.com/pd/40188328/sol-100-spanish-extra-virgin-olive-oil-500-ml-bottle/
Extra Light Olive Oil,Sol,1110.00,777.00,https://www.bigbasket.com/media/uploads/p/l/40188334_2-sol-100-spanish-extra-light-olive-oil.jpg,1 L,Gourmet & World Food,"Pure, Pomace Olive Oil",https://www.bigbasket.com/pd/40188334/sol-100-spanish-extra-light-olive-oil-1-l/
Baby Soothing Oil,Pigeon Steel,195.00,117.00,https://www.bigbasket.com/media/uploads/p/l/40203657_1-pigeon-baby-soothing-oil.jpg,200 ml,Baby Care,Baby Oil & Shampoo,https://www.bigbasket.com/pd/40203657/pigeon-baby-soothing-oil-200-ml/
Nature's Super Foods Organic Moong Dal/Hesaru Bele,Aashirvaad,275.00,184.25,https://www.bigbasket.com/media/uploads/p/l/40202027_1-aashirvaad-natures-super-foods-organic-moong-dal.jpg,1 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40202027/aashirvaad-natures-super-foods-organic-moong-dal-1-kg/
Green Mung,Safe Harvest,120.00,90.00,https://www.bigbasket.com/media/uploads/p/l/40004548_5-safe-harvest-mung-split-pesticide-free.jpg,500 g,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/40004548/safe-harvest-mung-split-pesticide-free-500-g/
"Nourising Body Care Nourished Radiance Rich Body Lotion - For Dry Skin, Nutriduo Deep Care + Moisture Lock",Dove,435.00,304.50,https://www.bigbasket.com/media/uploads/p/l/30003365_13-dove-nourishment-radiance-rich-body-lotion.jpg,400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/30003365/dove-nourishment-radiance-rich-body-lotion-400-ml/
Nourising Body Care Nourished Radiance Rich Body Lotion - For Dry Skin,Dove,105.00,100.80,https://www.bigbasket.com/media/uploads/p/l/40053509_5-dove-nourishment-radiance-rich-body-lotion.jpg,100 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/40053509/dove-nourishment-radiance-rich-body-lotion-100-ml/
"Bright Star Stainless Steel Casserole - Dishwasher Safe, Spill Proof",Asian,913.00,579.00,https://www.bigbasket.com/media/uploads/p/l/40243337_1-asian-bright-star-stainless-steel-casserole-dishwasher-safe-spill-proof.jpg,1.6 L,"Kitchen, Garden & Pets",Casserole,https://www.bigbasket.com/pd/40243337/asian-bright-star-stainless-steel-casserole-dishwasher-safe-spill-proof-16-l/
"Olympic Elite Gold Casserole - Dishwasher Safe, Spill Proof",Asian,509.00,329.00,https://www.bigbasket.com/media/uploads/p/l/40243341_1-asian-olympic-elite-gold-casserole-dishwasher-safe-spill-proof.jpg,1.6 L,"Kitchen, Garden & Pets",Casserole,https://www.bigbasket.com/pd/40243341/asian-olympic-elite-gold-casserole-dishwasher-safe-spill-proof-16-l/
"Olympic Elite Rose Gold Casserole - Dishwasher Safe, Spill Proof",Asian,509.00,329.00,https://www.bigbasket.com/media/uploads/p/l/40243342_1-asian-olympic-elite-rose-gold-casserole-dishwasher-safe-spill-proof.jpg,1.6 L,"Kitchen, Garden & Pets",Casserole,https://www.bigbasket.com/pd/40243342/asian-olympic-elite-rose-gold-casserole-dishwasher-safe-spill-proof-16-l/
"Nilgiris Green Tea - Yoshin Lemon, Helps To Feel Relaxed",Teamonk,425.00,255.00,https://www.bigbasket.com/media/uploads/p/l/40187585_1-teamonk-nilgiris-green-tea-yoshin-lemon.jpg,50 g,Beverages,Green Tea,https://www.bigbasket.com/pd/40187585/teamonk-nilgiris-green-tea-yoshin-lemon-50-g/
"Nilgiris Green Tea - Kozan Spearmint, Helps To Feel Relaxed & Refreshed",Teamonk,750.00,450.00,https://www.bigbasket.com/media/uploads/p/l/40187593_1-teamonk-nilgiris-green-tea-kozan-spearmint.jpg,2 g,Beverages,Tea Bags,https://www.bigbasket.com/pd/40187593/teamonk-nilgiris-green-tea-kozan-spearmint-100-g/
Dog Food - Lamb Flavour,Companion Pets,375.00,281.25,https://www.bigbasket.com/media/uploads/p/l/40131168_1-companion-pets-dog-food-lamb-flavour.jpg,2 kg,"Kitchen, Garden & Pets",Pet Meals & Treats,https://www.bigbasket.com/pd/40131168/companion-pets-dog-food-lamb-flavour-2-kg/
Wandurlust Matt Chrome Nail Paint,MyGlamm,249.00,186.75,https://www.bigbasket.com/media/uploads/p/l/40210424_1-myglal-wandurlust-matt-chrome-nail-paint.jpg,11 ml,Beauty & Hygiene,Nails,https://www.bigbasket.com/pd/40210424/myglamm-wandurlust-matt-chrome-nail-paint-11-ml-bali/
"Sarva Jwarhar Loh Tablets - Reduces Fever, Anaemia",Basic Ayurveda,240.00,240.00,https://www.bigbasket.com/media/uploads/p/l/40215563_1-basic-ayurveda-sarva-jwarhar-loh-tablets-reduces-fever-anaemia.jpg,6 pcs,Beauty & Hygiene,Ayurveda,https://www.bigbasket.com/pd/40215563/basic-ayurveda-sarva-jwarhar-loh-tablets-reduces-fever-anaemia-6-pcs/
"Sarva Jwarhar Loh Tablets - Useful In Fever, Anaemia",Basic Ayurveda,460.00,460.00,https://www.bigbasket.com/media/uploads/p/l/40215564_1-basic-ayurveda-sarva-jwarhar-loh-tablets-useful-in-fever-anaemia.jpg,12 pcs,Beauty & Hygiene,Ayurveda,https://www.bigbasket.com/pd/40215564/basic-ayurveda-sarva-jwarhar-loh-tablets-useful-in-fever-anaemia-12-pcs/
"Sarva Jwarhar Loh Tablet - Reduces Fever, Anaemia",Basic Ayurveda,1110.00,1110.00,https://www.bigbasket.com/media/uploads/p/l/40215565_2-basic-ayurveda-sarva-jwarhar-loh-tablet-reduces-fever-anaemia.jpg,30 pcs,Beauty & Hygiene,Ayurveda,https://www.bigbasket.com/pd/40215565/basic-ayurveda-sarva-jwarhar-loh-tablet-reduces-fever-anaemia-30-pcs/
"Shwas Kuthar Ras Tablets - For Cough, Cold & Respiratory Issues",Basic Ayurveda,80.00,80.00,https://www.bigbasket.com/media/uploads/p/l/40215687_1-basic-ayurveda-shwas-kuthar-ras-tablets-for-cough-cold-respiratory-issues.jpg,40 pcs,Beauty & Hygiene,Ayurveda,https://www.bigbasket.com/pd/40215687/basic-ayurveda-shwas-kuthar-ras-tablets-for-cough-cold-respiratory-issues-40-pcs/
"Vitamin C Brightening Face Wash - With Stable Vitamin C, Turmeric, Saffron",StBotanica,399.00,303.24,https://www.bigbasket.com/media/uploads/p/l/40214291_2-stbotanica-vitamin-c-brightening-face-wash-with-stable-vitamin-c-turmeric-saffron.jpg,100 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40214291/stbotanica-vitamin-c-brightening-face-wash-with-stable-vitamin-c-turmeric-saffron-100-ml/
Rivayat Ubtan Face Wash - For Clean & Radiant Skin,Oriental Botanics,335.00,254.60,https://www.bigbasket.com/media/uploads/p/l/40214295_2-oriental-botanics-rivayat-ubtan-face-wash-for-clean-radiant-skin.jpg,100 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40214295/oriental-botanics-rivayat-ubtan-face-wash-for-clean-radiant-skin-100-ml/
"Neem, Tea Tree & Basil Anti Acne Clay Mask",Oriental Botanics,499.00,379.24,https://www.bigbasket.com/media/uploads/p/l/40214303_2-oriental-botanics-neem-tea-tree-basil-anti-acne-clay-mask.jpg,100 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40214303/oriental-botanics-neem-tea-tree-basil-anti-acne-clay-mask-100-g/
AHA Glycolic Acid 8% Face Serum + Pro Vitamin B5 - Texture Correcting Skin Peel,StBotanica,1499.00,1139.24,https://www.bigbasket.com/media/uploads/p/l/40214317_2-stbotanica-aha-glycolic-acid-8-face-serum-pro-vitamin-b5-texture-correcting-skin-peel.jpg,20 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40214317/stbotanica-aha-glycolic-acid-8-face-serum-pro-vitamin-b5-texture-correcting-skin-peel-20-ml/
AHA Lactic Acid 10% Face Serum + Hyaluronic Acid 1% - Gentle Exfoliating Skin Peel,StBotanica,1499.00,1139.24,https://www.bigbasket.com/media/uploads/p/l/40214318_2-stbotanica-aha-lactic-acid-10-face-serum-hyaluronic-acid-1-gentle-exfoliating-skin-peel.jpg,20 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40214318/stbotanica-aha-lactic-acid-10-face-serum-hyaluronic-acid-1-gentle-exfoliating-skin-peel-20-ml/
Grape Seed & Sea Buckthorn Renaissance Face Mask,Plum,450.00,270.00,https://www.bigbasket.com/media/uploads/p/l/40140072_1-plum-grape-seed-sea-buckthorn-renaissance-face-mask.jpg,75 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40140072/plum-grape-seed-sea-buckthorn-renaissance-face-mask-75-ml/
La Cipria Compact,Deborah,695.00,486.50,https://www.bigbasket.com/media/uploads/p/l/40146794_1-deborah-la-cipria-compact.jpg,13 g,Beauty & Hygiene,Face,https://www.bigbasket.com/pd/40146794/deborah-la-cipria-compact-13-g-29-light-beige/
Love My Lashes Volume Mascara,Deborah,750.00,562.50,https://www.bigbasket.com/media/uploads/p/l/40146744_3-deborah-love-my-lashes-volume-mascara.jpg,13 ml,Beauty & Hygiene,Eyes,https://www.bigbasket.com/pd/40146744/deborah-love-my-lashes-volume-mascara-13-ml-nero-black/
Velvet Kajal & Eyeliner,Deborah,695.00,521.25,https://www.bigbasket.com/media/uploads/p/l/40146729_2-deborah-velvet-kajal-eyeliner.jpg,1.5 g,Beauty & Hygiene,Eyes,https://www.bigbasket.com/pd/40146729/deborah-velvet-kajal-eyeliner-15-g-04-butter/
Absolute Lasting Liquid Lipstick,Deborah,1095.00,821.25,https://www.bigbasket.com/media/uploads/p/l/40146877_1-deborah-absolute-lasting-liquid-lipstick.jpg,8 ml,Beauty & Hygiene,Lips,https://www.bigbasket.com/pd/40146877/deborah-absolute-lasting-liquid-lipstick-8-ml-13-light-brown/
24ore Eyebrow Pencil,Deborah,795.00,596.25,https://www.bigbasket.com/media/uploads/p/l/40146741_2-deborah-24ore-eyebrow-pencil.jpg,1 g,Beauty & Hygiene,Eyes,https://www.bigbasket.com/pd/40146741/deborah-24ore-eyebrow-pencil-1-g-281-blonde/
Immune Tea - Immunity Booster With Mint - For Body Detox & Stress Relief,Dr. Morepen,999.00,749.25,https://www.bigbasket.com/media/uploads/p/l/40224199_1-dr-morepen-ilune-tea-ilunity-booster-with-mint-for-body-detox-stress-relief.jpg,100 g,Beauty & Hygiene,Supplements & Proteins,https://www.bigbasket.com/pd/40224199/dr-morepen-immune-tea-immunity-booster-with-mint-for-body-detox-stress-relief-100-g/
Fluid Velvet Mat Lipstick,Deborah,895.00,447.50,https://www.bigbasket.com/media/uploads/p/l/40146868_1-deborah-fluid-velvet-mat-lipstick.jpg,4.5 g,Beauty & Hygiene,Lips,https://www.bigbasket.com/pd/40146868/deborah-fluid-velvet-mat-lipstick-45-g-2-romantic-pink/
"Aqua Soft - All Season Light Moisturising Cream, Normal To Oily Skin, Vitamin B5 & E, Made in Germany",Creme 21,299.00,224.25,https://www.bigbasket.com/media/uploads/p/l/40229456_1-cr-me-21-aqua-soft-cream-for-normal-skin-enriched-with-vitamin-b5-vitamin-e.jpg,250 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40229456/cr-me-21-aqua-soft-cream-for-normal-skin-enriched-with-vitamin-b5-vitamin-e-250-ml/
"Aqua Soft - All Season Light Moisturising Cream, Normal To Oily Skin, Vitamin B5 & E, Made In Germany",Creme 21,225.00,168.75,https://www.bigbasket.com/media/uploads/p/l/40229455_1-cr-me-21-aqua-soft-cream-for-normal-skin-enriched-with-vitamin-b5-vitamin-e.jpg,150 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40229455/cr-me-21-aqua-soft-cream-for-normal-skin-enriched-with-vitamin-b5-vitamin-e-150-ml/
"Smooth Moisturiser Cream - Normal Skin, Sweet Almond Oil, Made In Germany",Creme 21,295.00,191.75,https://www.bigbasket.com/media/uploads/p/l/40229457_1-cr-me-21-smooth-moisturizing-cream-enriched-with-pro-vitamin-b5-sweet-almond-oil.jpg,250 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40229457/cr-me-21-smooth-moisturizing-cream-enriched-with-pro-vitamin-b5-sweet-almond-oil-250-ml/
"Seal IT Plastic Container With Blue Lid - For Storage, Air Tight, Microwave Safe",Jaypee Plus,600.00,399.00,https://www.bigbasket.com/media/uploads/p/l/40249320_2-jaypee-plus-seal-it-container-with-blue-lid-for-storage-air-tight-microwave-safe.jpg,750 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40249320/jaypee-plus-seal-it-container-with-blue-lid-for-storage-air-tight-microwave-safe-750-ml/
"Seal IT Plastic Container With Red Lid - For Storage, Air Tight, Microwave Safe",Jaypee Plus,450.00,299.00,https://www.bigbasket.com/media/uploads/p/l/40249322_2-jaypee-plus-seal-it-container-with-red-lid-for-storage-air-tight-microwave-safe.jpg,1.25 l,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40249322/jaypee-plus-seal-it-container-with-red-lid-for-storage-air-tight-microwave-safe-125-l/
"Classique-3 Plastic Containers - Blue, Polycarbonate Material, Used For Storage",Jaypee Plus,935.00,549.00,https://www.bigbasket.com/media/uploads/p/l/40249324_2-jaypee-plus-classique-3-containers-black-polycarbonate-material-for-storage-purpose.jpg,750 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40249324/jaypee-plus-classique-3-containers-black-polycarbonate-material-for-storage-purpose-750-ml/
"Classique-2 Plastic Containers - Feather Printed, Polycarbonate Material, Used For Storage",Jaypee Plus,655.00,429.00,https://www.bigbasket.com/media/uploads/p/l/40249325_2-jaypee-plus-classique-2-containers-feather-printed-polycarbonate-material-for-storage-purpose.jpg,750 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40249325/jaypee-plus-classique-2-containers-feather-printed-polycarbonate-material-for-storage-purpose-750-ml/
Police Icon Eau de Parfum 40ml,Police,2100.00,2079.00,https://www.bigbasket.com/media/uploads/p/l/40260777_2-police-police-icon-eau-de-parfum-40ml.jpg,40ml,Beauty & Hygiene,Eau De Toilette,https://www.bigbasket.com/pd/40260777/police-police-icon-eau-de-parfum-40ml-40ml/
"Texture Refining Toner - With Glycolic Acid & Red Clover Flower Extract, No Parabens",Be Soulfull,460.00,345.00,https://www.bigbasket.com/media/uploads/p/l/40238542_1-be-soulfull-texture-refining-toner-with-glycolic-acid-red-clover-flower-extract-no-parabens.jpg,100 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40238542/be-soulfull-texture-refining-toner-with-glycolic-acid-red-clover-flower-extract-no-parabens-100-ml/
"Facial Cleanser - With Kakadu Plum & Gotu Kola, For All Skin Types",Be Soulfull,499.00,324.35,https://www.bigbasket.com/media/uploads/p/l/40238543_1-be-soulfull-facial-cleanser-with-kakadu-plum-gotu-kola-for-all-skin-types.jpg,100 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40238543/be-soulfull-facial-cleanser-with-kakadu-plum-gotu-kola-for-all-skin-types-100-ml/
Gua Sha Natural Green Jade Face Massaging Stone - For Skin Toning,Be Soulfull,999.00,699.30,https://www.bigbasket.com/media/uploads/p/l/40238545_1-be-soulfull-gua-sha-natural-green-jade-face-massaging-stone-for-skin-toning.jpg,155 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40238545/be-soulfull-gua-sha-natural-green-jade-face-massaging-stone-for-skin-toning-155-g/
Gua Sha Natural Rose Quartz Face Massaging Stone - For Skin Toning,Be Soulfull,1099.00,769.30,https://www.bigbasket.com/media/uploads/p/l/40238546_1-be-soulfull-gua-sha-natural-rose-quartz-face-massaging-stone-for-skin-toning.jpg,155 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40238546/be-soulfull-gua-sha-natural-rose-quartz-face-massaging-stone-for-skin-toning-155-g/
"Jade Face Massage Roller - With Natural Green Stone, Double Sided, Helps Reduce Wrinkles",Be Soulfull,1199.00,899.25,https://www.bigbasket.com/media/uploads/p/l/40238547_1-be-soulfull-jade-face-massage-roller-with-natural-green-stone-double-sided-helps-reduce-wrinkles.jpg,170 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40238547/be-soulfull-jade-face-massage-roller-with-natural-green-stone-double-sided-helps-reduce-wrinkles-170-g/
Rose Quartz Face Massage Roller - Helps To Reduce Wrinkles,Be Soulfull,1299.00,909.30,https://www.bigbasket.com/media/uploads/p/l/40238548_1-be-soulfull-rose-quartz-face-massage-roller-helps-to-reduce-wrinkles.jpg,170 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40238548/be-soulfull-rose-quartz-face-massage-roller-helps-to-reduce-wrinkles-170-g/
"Matte Liquid Lipstick - Waterproof, Transfer Proof, Mask Proof, 12H Lasting",Gala Of London,299.00,194.35,https://www.bigbasket.com/media/uploads/p/l/40242604_1-gala-of-london-matte-liquid-lipstick-waterproof-transfer-proof-mask-proof-12h-lasting.jpg,2 ml,Beauty & Hygiene,Lips,https://www.bigbasket.com/pd/40242604/gala-of-london-matte-liquid-lipstick-waterproof-transfer-proof-mask-proof-12h-lasting-2-ml-01-hot-red/
"By Salman Khan - Eau De Parfum, Ten on Ten, Long Lasting Fragrance",FRSH,1499.00,749.50,https://www.bigbasket.com/media/uploads/p/l/40242665_2-frsh-by-salman-khan-eau-de-parfum-ten-on-ten-long-lasting-fragrance.jpg,100 ml,Beauty & Hygiene,Eau De Parfum,https://www.bigbasket.com/pd/40242665/frsh-by-salman-khan-eau-de-parfum-ten-on-ten-long-lasting-fragrance-100-ml/
"By Salman Khan - Trust, Eau De Parfum, Long-Lasting Fragrance",FRSH,1499.00,749.50,https://www.bigbasket.com/media/uploads/p/l/40242666_2-frsh-by-salman-khan-trust-eau-de-parfum-long-lasting-fragrance.jpg,100 ml,Beauty & Hygiene,Eau De Parfum,https://www.bigbasket.com/pd/40242666/frsh-by-salman-khan-trust-eau-de-parfum-long-lasting-fragrance-100-ml/
Coconut Water With Mango,FOCO,175.00,131.25,https://www.bigbasket.com/media/uploads/p/l/40186816_1-foco-coconut-water-with-mango.jpg,500 ml,Gourmet & World Food,Gourmet Juices & Drinks,https://www.bigbasket.com/pd/40186816/foco-coconut-water-with-mango-500-ml-tetrapak/
Coconut Water With Pineapple,FOCO,175.00,131.25,https://www.bigbasket.com/media/uploads/p/l/40186817_1-foco-coconut-water-with-pineapple.jpg,500 ml,Gourmet & World Food,Gourmet Juices & Drinks,https://www.bigbasket.com/pd/40186817/foco-coconut-water-with-pineapple-500-ml-tetrapak/
Coconut Water With Pink Guava,FOCO,175.00,131.25,https://www.bigbasket.com/media/uploads/p/l/40186819_1-foco-coconut-water-with-pink-guava.jpg,500 ml,Gourmet & World Food,Gourmet Juices & Drinks,https://www.bigbasket.com/pd/40186819/foco-coconut-water-with-pink-guava-500-ml-tetrapak/
Coconut Water With Mango,FOCO,125.00,93.75,https://www.bigbasket.com/media/uploads/p/l/40186822_1-foco-coconut-water-with-mango.jpg,330 ml,Gourmet & World Food,Gourmet Juices & Drinks,https://www.bigbasket.com/pd/40186822/foco-coconut-water-with-mango-330-ml-tetrapak/
Coconut Water With Pineapple,FOCO,125.00,93.75,https://www.bigbasket.com/media/uploads/p/l/40186823_1-foco-coconut-water-with-pineapple.jpg,330 ml,Gourmet & World Food,Gourmet Juices & Drinks,https://www.bigbasket.com/pd/40186823/foco-coconut-water-with-pineapple-330-ml-tetrapak/
Coconut Water With Pomegranate,FOCO,125.00,93.75,https://www.bigbasket.com/media/uploads/p/l/40186824_1-foco-coconut-water-with-pomegranate.jpg,330 ml,Gourmet & World Food,Gourmet Juices & Drinks,https://www.bigbasket.com/pd/40186824/foco-coconut-water-with-pomegranate-330-ml-tetrapak/
Golden Milk Powder With Curcumin - Organic Turmeric Moringa Latte Mix Superfood,VAHDAM,399.00,299.25,https://www.bigbasket.com/media/uploads/p/l/40196330_3-vahdam-golden-milk-powder-with-curcumin-organic-turmeric-moringa-latte-mix-superfood.jpg,100 g,Beverages,Exotic & Flavoured Tea,https://www.bigbasket.com/pd/40196330/vahdam-golden-milk-powder-with-curcumin-organic-turmeric-moringa-latte-mix-superfood-100-g/
"Choco Spread Calcium, Hazelnut Spread, Uses Premium Chocolate",Nutralite,299.00,194.35,https://www.bigbasket.com/media/uploads/p/l/40200030_2-nutralite-choco-spread-calcium-hazelnut-spread-uses-premium-chocolate.jpg,275 g,Snacks & Branded Foods,Choco & Nut Spread,https://www.bigbasket.com/pd/40200030/nutralite-choco-spread-calcium-hazelnut-spread-uses-premium-chocolate-275-g-jar/
"Choco Spread Crunchy Quinoa, Hazelnut Spread, Uses Premium Chocolate",Nutralite,299.00,194.35,https://www.bigbasket.com/media/uploads/p/l/40200032_3-nutralite-choco-spread-crunchy-quinoa-hazelnut-spread-uses-premium-chocolate.jpg,275 g,Snacks & Branded Foods,Choco & Nut Spread,https://www.bigbasket.com/pd/40200032/nutralite-choco-spread-crunchy-quinoa-hazelnut-spread-uses-premium-chocolate-275-g-jar/
"Choco Spread Crunchy Quinoa, Hazelnut Spread, Uses Premium Chocolate",Nutralite,129.00,129.00,https://www.bigbasket.com/media/uploads/p/l/40200031_3-nutralite-choco-spread-crunchy-quinoa-hazelnut-spread-uses-premium-chocolate.jpg,100 g,Snacks & Branded Foods,Choco & Nut Spread,https://www.bigbasket.com/pd/40200031/nutralite-choco-spread-crunchy-quinoa-hazelnut-spread-uses-premium-chocolate-100-g-jar/
Milk Delights Women Face Wash With Turmeric For Acne Prone Skin,Nivea,185.00,120.25,https://www.bigbasket.com/media/uploads/p/l/40199378_2-nivea-milk-delights-women-face-wash-with-turmeric-for-acne-prone-skin.jpg,100 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40199378/nivea-milk-delights-women-face-wash-with-turmeric-for-acne-prone-skin-100-ml/
Milk Delights Women Face Wash With Turmeric For Acne Prone Skin,Nivea,99.00,89.00,https://www.bigbasket.com/media/uploads/p/l/40199379_2-nivea-milk-delights-women-face-wash-with-turmeric-for-acne-prone-skin.jpg,50 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40199379/nivea-milk-delights-women-face-wash-with-turmeric-for-acne-prone-skin-50-ml/
Creamy Peanut Butter,Delight Nuts,175.00,126.00,https://www.bigbasket.com/media/uploads/p/l/40136326_1-delight-nuts-peanut-butter-creamy.jpg,340 g,Gourmet & World Food,"Chocolate, Peanut Spread",https://www.bigbasket.com/pd/40136326/delight-nuts-peanut-butter-creamy-340-g/
Seeds - Chia,Delight Nuts,349.00,184.97,https://www.bigbasket.com/media/uploads/p/l/40136322_3-delight-nuts-seeds-chia.jpg,200 g,Gourmet & World Food,Roasted Seeds & Nuts,https://www.bigbasket.com/pd/40136322/delight-nuts-seeds-chia-200-g/
"Effervescent Tablets - Melatonin Sleep, Enhances Focus, Stress Relief, Cranberry Flavour",Suprfit,399.00,279.00,https://www.bigbasket.com/media/uploads/p/l/40244342_1-suprfit-effervescent-tablets-melatonin-sleep-enhances-focus-stress-relief-cranberry-flavour.jpg,20 pcs,Gourmet & World Food,Health Drinks,https://www.bigbasket.com/pd/40244342/suprfit-effervescent-tablets-melatonin-sleep-enhances-focus-stress-relief-cranberry-flavour-20-pcs/
"Rice Cakes - Classic Plain, Unsalted, Supports Weight Loss, Healthy Snack",Suprfit,199.00,139.00,https://www.bigbasket.com/media/uploads/p/l/40244347_1-suprfit-rice-cakes-classic-plain-unsalted-supports-weight-loss-healthy-snack.jpg,120 g,Gourmet & World Food,Muesli & Rice Cakes,https://www.bigbasket.com/pd/40244347/suprfit-rice-cakes-classic-plain-unsalted-supports-weight-loss-healthy-snack-120-g/
Silicon Chocolate Baking Mould - Toy Shape,DP,179.00,129.00,https://www.bigbasket.com/media/uploads/p/l/40115162_2-dp-silicon-chocolate-baking-mould-toy-shape.jpg,1 pc,"Kitchen, Garden & Pets","Bakeware Moulds, Cutters",https://www.bigbasket.com/pd/40115162/dp-silicon-chocolate-baking-mould-toy-shape-1-pc/
"NailPolish - Liquid Silver, Charm Pink, Tickle Me Pink, Sweet Orange, Charcoal Star,  Zero-chip, Heavily Pigmented",Juice,450.00,337.50,https://www.bigbasket.com/media/uploads/p/l/40258321_1-juice-nailpolish-liquid-silver-charm-pink-tickle-me-pink-sweet-orange-charcoal-star-zero-chip-heavily-pigmented.jpg,55 ml,Beauty & Hygiene,Nails,https://www.bigbasket.com/pd/40258321/juice-nailpolish-liquid-silver-charm-pink-tickle-me-pink-sweet-orange-charcoal-star-zero-chip-heavily-pigmented-55-ml/
Gold Mask - Rich In Vitamin C & Antioxidants,Nutriment,399.00,199.50,https://www.bigbasket.com/media/uploads/p/l/40258953_1-nutriment-gold-mask-rich-in-vitamin-c-antioxidants.jpg,300 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40258953/nutriment-gold-mask-rich-in-vitamin-c-antioxidants-300-g/
"Lemon Face Mask - Brightens Skin, Removes Skin Tan",Nutriment,399.00,199.50,https://www.bigbasket.com/media/uploads/p/l/40258954_1-nutriment-lemon-face-mask-brightens-skin-removes-skin-tan.jpg,300 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40258954/nutriment-lemon-face-mask-brightens-skin-removes-skin-tan-300-g/
