,ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory
3885,"Milk Drink - Strawberry, Chocolate, Jaggery, Double Toned, Low Fat",Again,55.0,55.0,https://www.bigbasket.com/media/uploads/p/l/40155037_7-again-milk-drink-strawberry-chocolate-jaggery.jpg,180,Gourmet & World Food,Health Drinks
3886,"Open Marvel Basket - 4 Sizes, Matte Brown",Polyset,519.0,279.0,https://www.bigbasket.com/media/uploads/p/l/40228489_1-polyset-open-marvel-basket-4-sizes-matte-brown.jpg,4,Cleaning & Household,"Laundry, Storage Baskets"
3887,"Stainless Steel Beeding Plate - Premium, Durable, Rustproof, Mirror Finish, Size 15",Coconut,1192.0,789.0,https://www.bigbasket.com/media/uploads/p/l/40246311_2-coconut-stainless-steel-beeding-plate-premium-durable-rustproof-mirror-finish-size-15.jpg,640,"Kitchen, Garden & Pets",Plates & Tumblers
3888,"Real Man Deodorant Body Spray - Thrill, Intense Sensual Fragrance, Controls Odour, For Men",REALMAN,299.0,209.3,https://www.bigbasket.com/media/uploads/p/l/40248613_1-realman-real-man-deodorant-body-spray-thrill-intense-sensual-fragrance-controls-odour-for-men.jpg,200,Beauty & Hygiene,Men's Deodorants
3889,"Face Scrub - Charcoal, Exfoliate, Cleanse, Brighten, Sulfate & Paraben Free",Fizzy Fern,350.0,262.5,https://www.bigbasket.com/media/uploads/p/l/40165587_2-fizzy-fern-charcoal-face-scrub.jpg,100,Beauty & Hygiene,Face Care
3890,"Peel - Off Mask - Charcoal, Exfoliate, Cleanse, Nurture, Sulfate & Paraben Free",Fizzy Fern,350.0,262.5,https://www.bigbasket.com/media/uploads/p/l/40165588_2-fizzy-fern-charcoal-peel-off-mask.jpg,100,Beauty & Hygiene,Face Care
3891,Rice Water Brightening Facial Kit - Provides Glow,Glamveda,175.0,113.75,https://www.bigbasket.com/media/uploads/p/l/40257358_1-glamveda-rice-water-brightening-facial-kit-provides-glow.jpg,40,Beauty & Hygiene,Face Care
3892,To Be Woman Eau De Parfum,Police,3700.0,2405.0,https://www.bigbasket.com/media/uploads/p/l/40021293_3-police-to-be-woman-eau-de-parfum.jpg,125,Beauty & Hygiene,Eau De Parfum
3893,Anti Viral Face Mask With 2 Filters - White With Smiley Print,Smiley-Quick Dry,199.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40195343_1-smiley-quick-dry-anti-viral-face-mask-with-2-filters-white-with-smiley-print.jpg,1,Beauty & Hygiene,Face Masks & Safety Gears
3894,Coated Nuts Almonds Covered With Milk Choco,Sapphire,450.0,337.5,https://www.bigbasket.com/media/uploads/p/l/40017560_5-sapphire-almonds-almonds-covered-with-milk-choco.jpg,175,Gourmet & World Food,International Chocolates
3895,"Coloured Masala Dabba With With 7 Cups - 12 Inches, Black",Klassi Kichen,1490.0,729.0,https://www.bigbasket.com/media/uploads/p/l/40252001_2-klassi-kichen-coloured-masala-dabba-with-with-7-cups-12-inches-black.jpg,1,"Kitchen, Garden & Pets",Steel Storage Containers
3896,"Dishwasher Tablet - Degreasing Formula, Plant-Based, No Artificial Fragrance",PureCult,1199.0,779.35,https://www.bigbasket.com/media/uploads/p/l/40259659_1-purecult-dishwasher-tablet-degreasing-formula-plant-based-no-artificial-fragrance.jpg,30,Cleaning & Household,Dishwash Bars & Powders
3897,"Ashwagandha 1000 mg Capsules - Manages Stress, Anxiety & Diabetes",Himalayan Organics,1095.0,602.25,https://www.bigbasket.com/media/uploads/p/l/40227313_2-himalayan-organics-ashwagandha-1000-mg-capsules-manages-stress-anxiety-diabetes.jpg,120,Beauty & Hygiene,Ayurveda
3898,Plant Based CLA Supplement Capsules - For Weight Management,Himalayan Organics,1175.0,693.25,https://www.bigbasket.com/media/uploads/p/l/40227327_2-himalayan-organics-plant-based-cla-supplement-capsules-for-weight-management.jpg,90,Beauty & Hygiene,Supplements & Proteins
3899,Coconut Milk Face Cream - For Brightening & Fine Lines,Himalayan Organics,955.0,496.6,https://www.bigbasket.com/media/uploads/p/l/40227328_2-himalayan-organics-coconut-milk-face-cream-for-brightening-fine-lines.jpg,50,Beauty & Hygiene,Ayurveda
3900,"Modular Multi Utility Plastic Storage Drawer - 3 Tier, Assorted Colour",Nakoda,1151.0,799.0,https://www.bigbasket.com/media/uploads/p/l/40180992_7-nakoda-modular-multi-utility-plastic-storage-drawer-3-tier-assorted-colour.jpg,1,"Kitchen, Garden & Pets",Racks & Holders
3901,Oil - Gingelly,Moti's,350.0,227.5,https://www.bigbasket.com/media/uploads/p/l/40109658_1-motis-oil-gingelly.jpg,400,Beauty & Hygiene,Aromatherapy
3902,Glycerin,Moti's,190.0,123.5,https://www.bigbasket.com/media/uploads/p/l/40109668_1-motis-glycerin.jpg,100,Beauty & Hygiene,Body Care
3903,Cloth Clip,Reliance,360.0,229.0,https://www.bigbasket.com/media/uploads/p/l/40109730_1-reliance-cloth-clip.jpg,24,Cleaning & Household,"Hangers, Clips & Rope"
3904,Surakta - For Pimples & Acne-Free Skin,Baidyanath Nagpur,105.0,78.75,https://www.bigbasket.com/media/uploads/p/l/40192142_3-baidyanath-nagpur-surakta-for-pimples-acne-free-skin.jpg,200,Beauty & Hygiene,Ayurveda
3905,"Non-Alcoholic Beverage - Low Calorie, Healthy Drink With L-Theanine",Booch,120.0,60.0,https://www.bigbasket.com/media/uploads/p/l/40230324_2-booch-non-alcoholic-drink-low-calorie-drink-with-l-theanine.jpg,250,Beverages,Non Alcoholic Drinks
3906,"Eyeshadow Applicator - Sponge-Tip, Wooden Handle, Standard Size, DP100172",Titania,259.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40247348_1-titania-eye-shadow-applicator-16-cm-set-of-1-pc.jpg,1,Beauty & Hygiene,Makeup Accessories
3907,"Classic Gulkand - Promotes Healthy Skin, Natural Cooling Property, Made From Damask Roses",Food Circle,360.0,270.0,https://www.bigbasket.com/media/uploads/p/l/40264272_2-food-circle-classic-gulkand-promotes-healthy-skin-natural-cooling-property.jpg,300,Snacks & Branded Foods,"Jam, Conserve, Marmalade"
3908,Energy Pet Treats - Calcium,Goodies,175.0,131.25,https://www.bigbasket.com/media/uploads/p/l/40132112_3-goodies-energy-pet-treats-calcium.jpg,125,"Kitchen, Garden & Pets",Pet Meals & Treats
3909,"Caffeine Face Mask - Enriched With Arabica Coffee, Exfoliate, Purify, Nourish",LAFZ,299.0,224.25,https://www.bigbasket.com/media/uploads/p/l/40243184_1-lafz-caffeine-face-mask-enriched-with-arabica-coffee-exfoliate-purify-nourish.jpg,50,Beauty & Hygiene,Face Care
3910,"Apple Cider Vinegar Foaming Cleanser - With Built-In Brush, To Exfoliate & Deep Cleanse, Ph Neutral, Paraben-Free",LAFZ,299.0,224.25,https://www.bigbasket.com/media/uploads/p/l/40243186_1-lafz-apple-cider-vinegar-foaming-cleanser-with-built-in-brush-to-exfoliate-deep-cleanse-ph-neutral-paraben-free.jpg,100,Beauty & Hygiene,Face Care
3911,Barbeque Mayo Dip & Spread,Wingreens Farms,119.0,75.0,https://www.bigbasket.com/media/uploads/p/l/40134967_3-wingreens-farms-barbeque-mayo-dip-spread.jpg,180,Gourmet & World Food,Salad Dressings
3912,Pro Vitamin B5 Apple Cider Vinegar Glossing Shampoo - Cleans Hair Deeply,Soulflower,550.0,330.0,https://www.bigbasket.com/media/uploads/p/l/40233949_1-soulflower-pro-vitamin-b5-apple-cider-vinegar-glossing-shampoo-cleans-hair-deeply.jpg,300,Beauty & Hygiene,Shampoo & Conditioner
3913,"Floor/Door Mat - With Embroidery, Durable, Easy To Wash, Green",Veriza,635.0,399.0,https://www.bigbasket.com/media/uploads/p/l/40235526_3-veriza-floordoor-mat-with-embroidery-durable-easy-to-wash-green.jpg,1,Cleaning & Household,Dust Cloth & Wipes
3914,Plant Based Iron & Folate Dietary Supplement Capsules - For Energy,Nature Life Nutrition,975.0,497.25,https://www.bigbasket.com/media/uploads/p/l/40227463_2-nature-life-nutrition-plant-based-iron-folate-dietary-supplement-capsules-for-energy.jpg,120,Beauty & Hygiene,Supplements & Proteins
3915,"Ageless Serum - Rose Water & Dead Sea Minerals, Softens Fine Lines & Wrinkles, Free of SLS, Parabens, Natural",Fuschia,1250.0,812.5,https://www.bigbasket.com/media/uploads/p/l/40140023_1-fuschia-ageless-serum-rose-water-dead-sea-minerals.jpg,30,Beauty & Hygiene,Face Care
3916,Rose Absolute Essential Oil - 100% Pure & Natural,Aroma Treasures,708.0,531.0,https://www.bigbasket.com/media/uploads/p/l/30011584_3-aroma-treasures-rose-absolute-essential-oil-100-pure-natural.jpg,5,Beauty & Hygiene,Aromatherapy
3917,Vertiver Essential Oil - 100% Pure & Natural,Aroma Treasures,750.0,562.5,https://www.bigbasket.com/media/uploads/p/l/30011590_3-aroma-treasures-vertiver-essential-oil-100-pure-natural.jpg,10,Beauty & Hygiene,Aromatherapy
3918,Frankincense Essential Oil - 100% Pure & Natural,Aroma Treasures,420.0,315.0,https://www.bigbasket.com/media/uploads/p/l/30011568_3-aroma-treasures-frankincense-essential-oil-100-pure-natural.jpg,10,Beauty & Hygiene,Aromatherapy
3919,Whiteglow Active Skin Whitening + Oil Control Facewash,Lotus Herbals,240.0,180.0,https://www.bigbasket.com/media/uploads/p/l/40046538_2-lotus-herbals-whiteglow-active-skin-whitening-oil-control-facewash.jpg,100,Beauty & Hygiene,Face Care
3920,Under The Ocean Light Body Lotion - Seaweed Extracts & Jojoba Oil,Nyassa,450.0,315.0,https://www.bigbasket.com/media/uploads/p/l/40063950_2-nyassa-under-the-ocean-lotion.jpg,145,Beauty & Hygiene,Body Care
3921,"LED/T -Bulb - Cool Daylight White, 10 Watts, B22 Base",Nippo,280.0,199.0,https://www.bigbasket.com/media/uploads/p/l/40181722_1-nippo-led-lamp-10-watt-cool-daylight-t-bulb-base-b22.jpg,1,"Kitchen, Garden & Pets",CFL & Led Bulbs
3922,Restora Gold,Dabur,325.0,243.75,https://www.bigbasket.com/media/uploads/p/l/40229974_1-dabur-restora-gold.jpg,450,Beauty & Hygiene,Ayurveda
3923,Mandir Bell With Wooden Stand - Red,Frestol,699.0,349.0,https://www.bigbasket.com/media/uploads/p/l/40178140_3-frestol-mandir-bell-with-wooden-stand-red.jpg,1,Cleaning & Household,Other Pooja Needs
3924,Slay All Day Lip Kit Longwear Matte Liquid Lip & Liner Kit,Lottie London,1050.0,735.0,https://www.bigbasket.com/media/uploads/p/l/40170720_1-lottie-london-slay-all-day-lip-kit-longwear-matte-liquid-lip-liner-kit.jpg,2,Beauty & Hygiene,Lips
3925,"Chipotle Mayo - Light & Creamy, Made With Fresh Ingredients",Wingreens Farms,119.0,75.0,https://www.bigbasket.com/media/uploads/p/l/40262331_1-wingreens-farms-chipotle-mayo-light-creamy-made-with-fresh-ingredients.jpg,180,Gourmet & World Food,Thai & Asian Sauces
3926,Fragrant Deo Soap - Good Morning,Park avenue,210.0,147.0,https://www.bigbasket.com/media/uploads/p/l/40127477_3-park-avenue-fragrant-deo-soap-good-morning.jpg,125,Beauty & Hygiene,Bath & Shower
3927,Roasted Multigrain Mixture - Chatpata Masala,GoodDiet,109.0,79.0,https://www.bigbasket.com/media/uploads/p/l/40162624_9-gooddiet-namkeen-snack-multigrain-mixture-chatpata-masala.jpg,100,Gourmet & World Food,"Healthy, Baked Snacks"
3928,Oatmeal Digestive Cookies,Unibic,155.0,77.5,https://www.bigbasket.com/media/uploads/p/l/40167048_2-unibic-oatmeal-digestive-cookies.jpg,600,Snacks & Branded Foods,"Marie, Health, Digestive"
3929,"Hydrating Seaweed Pack - Moisturises & Soothes, All Skin Types, 100% Free of Parabens, Harsh Chemicals & Alcohol",Aroma Magic ,395.0,296.25,https://www.bigbasket.com/media/uploads/p/l/40035355_2-aroma-magic-hydrating-seaweed-pack.jpg,100,Beauty & Hygiene,Face Care
3930,"Atlas Laundry Basket - With Wheels, Matte Brown",Polyset,1099.0,549.0,https://www.bigbasket.com/media/uploads/p/l/40228469_2-polyset-atlas-laundry-basket-with-wheels-matte-brown.jpg,53,Cleaning & Household,"Laundry, Storage Baskets"
3931,"Eyebrow Growth Roll On - Thick, Black & Bold",RENEE,399.0,347.13,https://www.bigbasket.com/media/uploads/p/l/40255956_1-renee-eyebrow-growth-roll-on-thick-black-bold.jpg,8,Beauty & Hygiene,Eyes
3932,Ashwagandha Extract 500 mg Vegetarian Capsules - Boosts Immunity,Natures Velvet,800.0,352.0,https://www.bigbasket.com/media/uploads/p/l/40115023_3-natures-velvet-ashwagandha-extract-500-mg-vegetarian-capsules-boosts-ilunity.jpg,60,Beauty & Hygiene,Ayurveda
3933,"Naturally Soft Sanitary Napkins - For Heavy Flow, Ultra Thin, XL Plus",Niine ,75.0,60.0,https://www.bigbasket.com/media/uploads/p/l/40207651_4-niine-naturally-soft-sanitary-napkins-for-heavy-flow-ultra-thin-xl-plus.jpg,6,Beauty & Hygiene,Sanitary Napkins
3934,"Naturally Soft Sanitary Napkins - For Heavy Flow, Ultra Thin, XL",Niine ,180.0,135.0,https://www.bigbasket.com/media/uploads/p/l/40207652_4-niine-naturally-soft-sanitary-napkins-for-heavy-flow-ultra-thin-xl.jpg,15,Beauty & Hygiene,Sanitary Napkins
3935,"Perfume Body Spray - Bleed Blue, Long Lasting Fragrance, For Men",One8 By Virat Kohli,399.0,259.35,https://www.bigbasket.com/media/uploads/p/l/40235425_2-one8-by-virat-kohli-perfume-body-spray-bleed-blue-long-lasting-fragrance-for-men.jpg,200,Beauty & Hygiene,Men's Deodorants
3936,Tea Bags - Peach Apricot,Mlesna,400.0,300.0,https://www.bigbasket.com/media/uploads/p/l/20002113_2-mlesna-tea-bags-peach-apricot.jpg,50,Gourmet & World Food,Gourmet Tea & Tea Bags
3937,"Multipurpose Plastic Kitchen Rack/Kitchen Stand - 3 Steps, Assorted Colour",Aristo,968.0,599.0,https://www.bigbasket.com/media/uploads/p/l/40189148_4-aristo-multipurpose-plastic-kitchen-rackkitchen-stand-3-steps-assorted-colour.jpg,1,"Kitchen, Garden & Pets",Racks & Holders
3938,Reusable Eyebrow & Face Razor For Women For Painless Facial Hair Removal - Orange,Sirona,299.0,224.25,https://www.bigbasket.com/media/uploads/p/l/40262555_1-sirona-reusable-eyebrow-face-razor-for-women-for-painless-facial-hair-removal-orange.jpg,1,Beauty & Hygiene,Hair Removal
3939,Whole Wheat Khakhra Rich in Ghee Chutney,Tasties,120.0,79.0,https://www.bigbasket.com/media/uploads/p/l/40130844_10-tasties-namkeen-whole-wheat-khakhra-rich-in-ghee-chutney.jpg,180,Snacks & Branded Foods,Namkeen & Savoury Snacks
3940,"Premium King Jumbo Steel Cloth Dryer Stand - Sturdy, Orange",Ciplaplast,4490.0,3299.0,https://www.bigbasket.com/media/uploads/p/l/40164499_2-ciplaplast-premium-king-jumbo-steel-cloth-dryer-stand-orange.jpg,1,"Kitchen, Garden & Pets",Cloth Dryer & Iron Table
3941,"Strainer Frying Jhara/Zara - Steel, 14 cm",Elephant ,149.0,79.0,https://www.bigbasket.com/media/uploads/p/l/40220012_1-elephant-strainer-frying-jharazara-steel-14-cm.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3942,"Strainer Frying Jhara/Zara - Steel, 16 cm",Elephant ,169.0,99.0,https://www.bigbasket.com/media/uploads/p/l/40220013_1-elephant-strainer-frying-jharazara-steel-16-cm.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3943,"Steel Strainer For Deep Frying - Mesh, 14 cm",Elephant ,319.0,189.0,https://www.bigbasket.com/media/uploads/p/l/40220024_1-elephant-steel-strainer-for-deep-frying-mesh-14-cm.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3944,Vodka Water,ESTUARY,200.0,150.0,https://www.bigbasket.com/media/uploads/p/l/40228720_1-estuary-vodka-water.jpg,330,Gourmet & World Food,"Aerated, Still, Sparkling"
3945,Yo Pop Flavoured Yogurt Drink - Mango,Mamie Yova,35.0,24.5,https://www.bigbasket.com/media/uploads/p/l/40208612_1-mamie-yova-yo-pop-flavoured-yogurt-drink-mango.jpg,125,"Bakery, Cakes & Dairy",Yogurt & Shrikhand
3946,Luxury Ayurvedic Soap - Neem & Aloevara,Tree Secrets,279.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40203324_4-tree-secrets-luxury-ayurvedic-soap-neem-aloevara.jpg,125,Beauty & Hygiene,Bathing Bars & Soaps
3947,"Brightening Night Cream - Vitamin C, E & Hyaluronic Acid with Argan Oil, Deeply Moisturizes & Skin Hydrates, No Parabens, No Silicones",StBotanica,999.0,749.25,https://www.bigbasket.com/media/uploads/p/l/40163548_7-stbotanica-vitamin-c-e-hyaluronic-acid-brightening-night-cream.jpg,50,Beauty & Hygiene,Face Care
3948,"Relove Long Lash Lengthening Mascara - Lightweight, Easy To Use",Makeup Revolution,399.0,279.3,https://www.bigbasket.com/media/uploads/p/l/40246952_1-makeup-revolution-relove-long-lash-lengthening-mascara-lightweight-easy-to-use.jpg,10,Beauty & Hygiene,Eyes
3949,"Hair Removal Spray - With Kiwi Extract, For Silky Smooth Skin, All Hair Types",Nair ,410.0,307.5,https://www.bigbasket.com/media/uploads/p/l/40240519_1-nair-hair-removal-spray-with-kiwi-extract-for-silky-smooth-skin-all-hair-types.jpg,200,Beauty & Hygiene,Hair Removal
3950,"Hair Remover Wax Strips - Cherry Extract, Removes Very Short Hair, For Sensitive Skin",Nair ,430.0,322.5,https://www.bigbasket.com/media/uploads/p/l/40240525_1-nair-hair-remover-wax-strips-cherry-extract-removes-very-short-hair-for-sensitive-skin.jpg,20,Beauty & Hygiene,Hair Removal
3951,"Paw Butter - Mango & Shea Butter With Vanilla, Soothing, Repairs Rough Elbows, For Dogs, Cats",Petvit,275.0,198.0,https://www.bigbasket.com/media/uploads/p/l/40238584_1-petvit-paw-butter-mango-shea-butter-with-vanilla-soothing-repairs-rough-elbows-for-dogs-cats.jpg,50,"Kitchen, Garden & Pets",Pet Cleaning & Grooming
3952,"Anti Itch Oil Spray - Vitamin E, Calendula, Antibacterial, Antifungal, For Dogs & Cats",Petvit,250.0,187.5,https://www.bigbasket.com/media/uploads/p/l/40238587_1-petvit-anti-itch-oil-spray-vitamin-e-calendula-antibacterial-antifungal-for-dogs-cats.jpg,100,"Kitchen, Garden & Pets",Pet Cleaning & Grooming
3953,Stainless Steel Tope - Flat Bottom,Kitchen Essentials,720.0,529.0,https://www.bigbasket.com/media/uploads/p/l/40131738_4-kitchen-essentials-stainless-steel-tope-flat-bottom.jpg,5,"Kitchen, Garden & Pets",Cook And Serve
3954,Stainless Steel Urli - Flat Bottom,Kitchen Essentials,870.0,529.0,https://www.bigbasket.com/media/uploads/p/l/40131740_4-kitchen-essentials-stainless-steel-urli-flat-bottom.jpg,4,"Kitchen, Garden & Pets",Cook And Serve
3955,Pomegranate Lip Balm,Fizzy Fern,312.0,234.0,https://www.bigbasket.com/media/uploads/p/l/40165579_4-fizzy-fern-pomegranate-lip-balm.jpg,5,Beauty & Hygiene,Lip Care
3956,Chatpata Rajma Chips,Evolve,55.0,41.25,https://www.bigbasket.com/media/uploads/p/l/40223378_1-evolve-chatpata-rajma-chips.jpg,50,Gourmet & World Food,"Healthy, Baked Snacks"
3957,Multigrain Puffs,Evolve,55.0,41.25,https://www.bigbasket.com/media/uploads/p/l/40223379_1-evolve-multigrain-puffs.jpg,40,Gourmet & World Food,"Healthy, Baked Snacks"
3958,Oats Bhujia - Jalapeño,Evolve,65.0,48.75,https://www.bigbasket.com/media/uploads/p/l/40223380_1-evolve-oats-bhujia-jalapeno.jpg,90,Gourmet & World Food,"Healthy, Baked Snacks"
3959,Oats Chips - Sour Cream & Onion,Evolve,55.0,41.25,https://www.bigbasket.com/media/uploads/p/l/40223381_1-evolve-oats-chips-sour-cream-onion.jpg,50,Gourmet & World Food,"Healthy, Baked Snacks"
3960,Raagi Bhujia - Heeng Jeera,Evolve,65.0,48.75,https://www.bigbasket.com/media/uploads/p/l/40223384_2-evolve-raagi-bhujia-heeng-jeera.jpg,90,Gourmet & World Food,"Healthy, Baked Snacks"
3961,Multi Surface Creme Cleanser,Crew,450.0,292.5,https://www.bigbasket.com/media/uploads/p/l/40201938_1-crew-multi-surface-creme-cleanser.jpg,500,Cleaning & Household,Floor & Other Cleaners
3962,Hard Surface & Floor Disinfectant Cleaner,Crew,175.0,113.75,https://www.bigbasket.com/media/uploads/p/l/40201943_1-crew-disinfectant-floor-cleaner.jpg,1,Cleaning & Household,Floor & Other Cleaners
3963,"Combo - Non-Stick Flat Tawa & Kadai, Red",Nirlon,1049.0,679.0,https://www.bigbasket.com/media/uploads/p/l/40136261_3-nirlon-combo-non-stick-flat-tawa-kadai-red.jpg,2,"Kitchen, Garden & Pets",Tawa & Sauce Pan
3964,Induction Base Non-Stick Cookware Set With Glass Lid - Blue,Nirlon,3995.0,1749.0,https://www.bigbasket.com/media/uploads/p/l/40136264_2-nirlon-induction-base-non-stick-cookware-set-with-glass-lid-blue.jpg,4,"Kitchen, Garden & Pets",Cookware Sets
3965,"SSK-SRL-9W LED Bulb - Cool Daylight White, Round, 9 Watts, B22 Base",Syska,359.0,89.0,https://www.bigbasket.com/media/uploads/p/l/40125991_1-syska-led-bulb-9-watt-base-b22-ssk-srl-9w.jpg,1,"Kitchen, Garden & Pets",CFL & Led Bulbs
3966,Dog Treats - Biscuit Twined With Chicken,Chip Chops,210.0,157.5,https://www.bigbasket.com/media/uploads/p/l/40151513_1-chip-chops-dog-treats-biscuit-twined-with-chicken.jpg,70,"Kitchen, Garden & Pets",Pet Meals & Treats
3967,Dog Treats - Sweet Potato Twined With Chicken,Chip Chops,210.0,157.5,https://www.bigbasket.com/media/uploads/p/l/40151521_1-chip-chops-dog-treats-sweet-potato-twined-with-chicken.jpg,70,"Kitchen, Garden & Pets",Pet Meals & Treats
3968,Copper Steel Glass Tumbler,Mr.Copper King,435.0,249.0,https://www.bigbasket.com/media/uploads/p/l/40171107_5-mrcopper-king-copper-steel-glass-tumbler.jpg,300,"Kitchen, Garden & Pets",Copper Utensils
3969,"Handmade Glass Snack Platter/Tray - Square, DP6308",Dine Time ,795.0,238.5,https://www.bigbasket.com/media/uploads/p/l/40223443_1-dine-time-handmade-glass-snack-plattertray-square-dp6308.jpg,1,"Kitchen, Garden & Pets",Plates & Bowls
3970,"Wipeout Body Wash - Germ Protection, Moisturising, Deep-Cleansing, For Men",Beardo,250.0,175.0,https://www.bigbasket.com/media/uploads/p/l/40236213_1-beardo-wipeout-body-wash-germ-protection-moisturising-deep-cleansing-for-men.jpg,200,Beauty & Hygiene,Body Care
3971,"Non-Stick Silicone Baking Mat, KL-29",Klassic,999.0,549.0,https://www.bigbasket.com/media/uploads/p/l/40205197_1-klassic-non-stick-silicone-baking-mat-kl-29.jpg,1,"Kitchen, Garden & Pets",Bakeware Accessories
3972,"Fruit Drink - Juicy Apple, With The Goodness Of Malt",Sante,60.0,45.0,https://www.bigbasket.com/media/uploads/p/l/40225929_1-sante-fruit-drink-juicy-apple-with-the-goodness-of-malt.jpg,250,Gourmet & World Food,"Non-Alcoholic Beer, Wine"
3973,Standard USB 2.0 Cable AM To AF Extension For Computer,KCL,297.0,179.0,https://www.bigbasket.com/media/uploads/p/l/40195890_1-kcl-standard-usb-20-cable-am-to-af-extension-for-computer.jpg,1,Cleaning & Household,Electronic Accessories
3974,"Health Supplement Tablets - Melatonin, 5 mg",Healthvit,700.0,490.0,https://www.bigbasket.com/media/uploads/p/l/40216287_2-healthvit-health-supplement-tablets-melatonin-5-mg.jpg,60,Beauty & Hygiene,Supplements & Proteins
3975,Veinneed - Varicose Vein Oil,Healthvit,400.0,280.0,https://www.bigbasket.com/media/uploads/p/l/40216288_2-healthvit-veinneed-varicose-vein-oil.jpg,100,Beauty & Hygiene,Ayurveda
3976,"Super Food Millet Mexican Salsa Khichdi - Ready To Cook, Rich In Protein",Fortune ,65.0,48.75,https://www.bigbasket.com/media/uploads/p/l/40245928_1-fortune-superfood-millet-mexican-salsa-khichdi-enriched-with-5-grains-protein-rich-healthy.jpg,200,Snacks & Branded Foods,Breakfast & Snack Mixes
3977,"Utility Fruit Loop Basket Set - Assorted Colour, Plastic, Plain, Round",JOYO,250.0,179.0,https://www.bigbasket.com/media/uploads/p/l/40115500_5-joyo-fruit-loop-basket-set-utility-assorted-colour.jpg,3,"Kitchen, Garden & Pets",Containers Sets
3978,Stainless Steel Storage/Lunch Food Container,Vinayak,399.0,229.0,https://www.bigbasket.com/media/uploads/p/l/40167261_3-vinayak-stainless-steel-storagelunch-food-container.jpg,2,"Kitchen, Garden & Pets",Steel Storage Containers
3979,"Vegetable/Fruit String Chopper - Green, 3 Blades with 1 Lassi/Whisk Blade",Master,490.0,249.0,https://www.bigbasket.com/media/uploads/p/l/40168473_4-master-vegetable-fruit-string-chopper-3-blades-with-1-lassiwhisk-blade-green.jpg,1,"Kitchen, Garden & Pets",Choppers & Graters
3980,"Melatonin + Tagara Spray - Mint Flavour, Natural Sleep Support",Carbamide Forte,650.0,399.0,https://www.bigbasket.com/media/uploads/p/l/40221266_3-carbamide-forte-melatonin-tagara-spray-mint-flavour-natural-sleep-support.jpg,50,Beauty & Hygiene,Supplements & Proteins
3981,"Portable Stool - Regal Ultra Small, Brown, Durable & Non Slip",Polyset,445.0,249.0,https://www.bigbasket.com/media/uploads/p/l/40228376_1-polyset-portable-stool-regal-ultra-small-brown-durable-non-slip.jpg,1,Cleaning & Household,"Bath Stool, Basin & Sets"
3982,"Free Flow Pourer - With Cap, Durable, High Quality",Fackelmann,199.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40234508_1-fackelmann-free-flow-pourer-with-cap-durable-high-quality.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3983,"Smoky Wood Non-Stick Aluminium Flat Tawa - Dishwasher Safe, Black, 26 Cm",Nirlon,1895.0,679.0,https://www.bigbasket.com/media/uploads/p/l/40244411_2-nirlon-smoky-wood-non-stick-aluminium-flat-tawa-dishwasher-safe-black-26-cm.jpg,1,"Kitchen, Garden & Pets",Tawa & Sauce Pan
3984,Kurva Boiled Rice,BB Royal,600.0,455.0,https://www.bigbasket.com/media/uploads/p/l/40169837_4-bb-royal-kurva-boiled-rice.jpg,10,"Foodgrains, Oil & Masala",Boiled & Steam Rice
3985,"Decorative Scented Candles - BB-1259-2, Assorted color",DP,629.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40145170_5-dp-decorative-scented-candles-bb-1259-2-assorted-color.jpg,3,Cleaning & Household,Candles & Match Box
3986,"Scented Wax Candles & Holder, Assorted - For Decoration Purposes",DP,279.0,179.0,https://www.bigbasket.com/media/uploads/p/l/40145157_5-dp-scented-wax-candles-holder-assorted-for-decoration-purposes.jpg,8,Cleaning & Household,Candles & Match Box
3987,Bite & Sip Flask And Lunch Box - Red Colour,Asian,446.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40178660_8-asian-bite-sip-flask-and-lunch-box-red-colour.jpg,1,"Kitchen, Garden & Pets",Lunch Boxes
3988,"Dynamic Storage Plastic Container - Airtight, Microwave Safe, Assorted",Asian,210.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40178663_6-asian-dynamic-storage-plastic-container-assorted.jpg,600,"Kitchen, Garden & Pets",Containers Sets
3989,Coconut Flour,Nutty Yogi,299.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40161966_1-nutty-yogi-coconut-flour.jpg,500,Gourmet & World Food,Flours & Pre-Mixes
3990,"Hair Brush Comb - Small Bristles, Golden, BB1203",Cute Girl,349.0,150.07,https://www.bigbasket.com/media/uploads/p/l/40172536_5-cute-girl-hair-brush-comb-small-bristles-golden-bb1203.jpg,1,Beauty & Hygiene,Hair Styling
